Cluster Composition,Cluster Ancestor,Representative sequence,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
1 member(s) 1 organism(s),bacteria,MAG: lasso peptide biosynthesis B2 protein [Acidobacteriota bacterium],45.8,45.8,31%,0.018,37.93,155,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PYT94181.1?report=genbank&log$=prottop&blast_rank=509&RID=AVF030C7015"",""PYT94181.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Brevundimonas abyssalis],46.6,46.6,42%,0.018,36.71,224,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_373852818.1?report=genbank&log$=prottop&blast_rank=510&RID=AVF030C7015"",""WP_373852818.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Frateuria terrea],46.6,46.6,90%,0.019,25.96,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_175483734.1?report=genbank&log$=prottop&blast_rank=511&RID=AVF030C7015"",""WP_175483734.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Allosphingosinicella indica],46.2,46.2,42%,0.019,34.18,196,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_085217015.1?report=genbank&log$=prottop&blast_rank=512&RID=AVF030C7015"",""WP_085217015.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobales bacterium],45.1,45.1,57%,0.019,30.56,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HYL14622.1?report=genbank&log$=prottop&blast_rank=513&RID=AVF030C7015"",""HYL14622.1"")"
2 member(s) 2 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Acinetobacter calcoaceticus],46.6,46.6,31%,0.019,38.98,232,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_080027782.1?report=genbank&log$=prottop&blast_rank=514&RID=AVF030C7015"",""WP_080027782.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Thermoanaerobaculia bacterium],45.8,45.8,42%,0.020,36.71,158,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HWM93399.1?report=genbank&log$=prottop&blast_rank=515&RID=AVF030C7015"",""HWM93399.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobia bacterium],45.1,45.1,31%,0.020,39.66,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGA2605934.1?report=genbank&log$=prottop&blast_rank=516&RID=AVF030C7015"",""MGA2605934.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Thermoanaerobaculia bacterium],45.4,45.4,54%,0.021,34.58,140,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEX6159531.1?report=genbank&log$=prottop&blast_rank=517&RID=AVF030C7015"",""HEX6159531.1"")"
1 member(s) 1 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Rubrivivax albus],46.6,46.6,49%,0.021,31.91,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/RVT50611.1?report=genbank&log$=prottop&blast_rank=518&RID=AVF030C7015"",""RVT50611.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobus tenax],45.1,45.1,33%,0.021,35.48,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_263408855.1?report=genbank&log$=prottop&blast_rank=519&RID=AVF030C7015"",""WP_263408855.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Acidiferrales bacterium],45.1,45.1,33%,0.022,37.10,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEX5423152.1?report=genbank&log$=prottop&blast_rank=520&RID=AVF030C7015"",""HEX5423152.1"")"
2 member(s) 2 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Novosphingobium sp. 28-62-57],46.6,46.6,63%,0.022,31.15,230,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_292630974.1?report=genbank&log$=prottop&blast_rank=521&RID=AVF030C7015"",""WP_292630974.1"")"
1 member(s) 1 organism(s),alpha-4 proteobacteria,MULTISPECIES: lasso peptide biosynthesis B2 protein [Sphingomonadaceae],46.6,46.6,30%,0.022,40.35,223,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_176342152.1?report=genbank&log$=prottop&blast_rank=522&RID=AVF030C7015"",""WP_176342152.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terracidiphilus sp.],45.1,45.1,56%,0.022,31.13,125,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY6849552.1?report=genbank&log$=prottop&blast_rank=523&RID=AVF030C7015"",""HEY6849552.1"")"
1 member(s) 1 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Ideonella sp.],46.6,46.6,43%,0.022,33.33,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBL8304867.1?report=genbank&log$=prottop&blast_rank=524&RID=AVF030C7015"",""MBL8304867.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Acidiferrum sp.],45.1,45.1,31%,0.022,36.21,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB7438923.1?report=genbank&log$=prottop&blast_rank=525&RID=AVF030C7015"",""MGB7438923.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Sphingopyxis sp. 22461],46.2,46.2,91%,0.022,23.74,200,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_440861917.1?report=genbank&log$=prottop&blast_rank=526&RID=AVF030C7015"",""WP_440861917.1"")"
1 member(s) 1 organism(s),proteobacteria,lasso peptide biosynthesis B2 protein [Pseudomonadota bacterium],46.6,46.6,41%,0.022,34.15,238,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBS0418578.1?report=genbank&log$=prottop&blast_rank=527&RID=AVF030C7015"",""MBS0418578.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Sphingobium sp. AN558],46.2,46.2,30%,0.023,38.60,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_340231882.1?report=genbank&log$=prottop&blast_rank=528&RID=AVF030C7015"",""WP_340231882.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Longimicrobiaceae bacterium],46.6,46.6,42%,0.023,36.59,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MET0396893.1?report=genbank&log$=prottop&blast_rank=529&RID=AVF030C7015"",""MET0396893.1"")"
1 member(s) 1 organism(s),a-proteobacteria,MAG: hypothetical protein BroJett013_25810 [Alphaproteobacteria bacterium],46.2,46.2,92%,0.023,29.44,220,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GIK49884.1?report=genbank&log$=prottop&blast_rank=530&RID=AVF030C7015"",""GIK49884.1"")"
1 member(s) 1 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Burkholderiaceae bacterium],46.6,46.6,55%,0.023,30.00,252,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCK6427387.1?report=genbank&log$=prottop&blast_rank=531&RID=AVF030C7015"",""MCK6427387.1"")"
1 member(s) 1 organism(s),a-proteobacteria,hypothetical protein CA262_20570 [Sphingobium sp. GW456-12-10-14-TSB1],46.6,46.6,30%,0.023,40.35,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/OUC52980.1?report=genbank&log$=prottop&blast_rank=532&RID=AVF030C7015"",""OUC52980.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Trueperaceae bacterium],45.1,45.1,43%,0.024,32.53,131,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEX7004560.1?report=genbank&log$=prottop&blast_rank=533&RID=AVF030C7015"",""HEX7004560.1"")"
3 member(s) 2 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Angelobacter sp.],46.6,46.6,63%,0.024,27.12,250,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEV8493966.1?report=genbank&log$=prottop&blast_rank=534&RID=AVF030C7015"",""HEV8493966.1"")"
2 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Brevundimonas sp.],46.2,46.2,90%,0.024,28.26,225,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_292177438.1?report=genbank&log$=prottop&blast_rank=535&RID=AVF030C7015"",""WP_292177438.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Caulobacter sp.],46.2,46.2,32%,0.024,38.33,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HWU12808.1?report=genbank&log$=prottop&blast_rank=536&RID=AVF030C7015"",""HWU12808.1"")"
2 member(s) 2 organism(s),a-proteobacteria,MULTISPECIES: lasso peptide biosynthesis B2 protein [Asticcacaulis],44.7,44.7,59%,0.025,28.32,115,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_272740141.1?report=genbank&log$=prottop&blast_rank=537&RID=AVF030C7015"",""WP_272740141.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Vicinamibacterales bacterium],45.4,45.4,31%,0.025,40.68,148,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HWW87528.1?report=genbank&log$=prottop&blast_rank=538&RID=AVF030C7015"",""HWW87528.1"")"
37 member(s) 5 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Burkholderia pseudomallei],46.2,46.2,32%,0.026,39.34,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_203438483.1?report=genbank&log$=prottop&blast_rank=539&RID=AVF030C7015"",""WP_203438483.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Elarobacter sp.],46.2,46.2,43%,0.026,32.10,228,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY6237283.1?report=genbank&log$=prottop&blast_rank=540&RID=AVF030C7015"",""HEY6237283.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Hyphomonas sp. CACIAM 19H1],46.2,46.2,32%,0.026,38.33,227,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_114105159.1?report=genbank&log$=prottop&blast_rank=541&RID=AVF030C7015"",""WP_114105159.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Acidiferrales bacterium],44.7,44.7,31%,0.027,35.59,123,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFZ0521564.1?report=genbank&log$=prottop&blast_rank=542&RID=AVF030C7015"",""MFZ0521564.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium],46.2,46.2,60%,0.027,33.33,239,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEV2271329.1?report=genbank&log$=prottop&blast_rank=543&RID=AVF030C7015"",""HEV2271329.1"")"
2 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Hyphococcus luteus],46.2,46.2,57%,0.027,33.94,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_165793653.1?report=genbank&log$=prottop&blast_rank=544&RID=AVF030C7015"",""WP_165793653.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Allosphingosinicella sp.],45.8,45.8,63%,0.028,31.09,202,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEY7810901.1?report=genbank&log$=prottop&blast_rank=545&RID=AVF030C7015"",""HEY7810901.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Acidicapsa dinghuensis],44.7,44.7,26%,0.028,40.82,126,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_377819292.1?report=genbank&log$=prottop&blast_rank=546&RID=AVF030C7015"",""WP_377819292.1"")"
1 member(s) 1 organism(s),g-proteobacteria,hypothetical protein GCM10027065_23810 [Rhodanobacter koreensis],46.2,46.2,38%,0.028,36.49,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAB2552042.1?report=genbank&log$=prottop&blast_rank=547&RID=AVF030C7015"",""GAB2552042.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Longimicrobium sp.],44.7,44.7,29%,0.029,41.82,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEU4561556.1?report=genbank&log$=prottop&blast_rank=548&RID=AVF030C7015"",""HEU4561556.1"")"
1 member(s) 1 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Rubrivivax sp. RP6-9],46.2,46.2,30%,0.029,42.11,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_425259076.1?report=genbank&log$=prottop&blast_rank=549&RID=AVF030C7015"",""WP_425259076.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Holophagales bacterium],46.2,46.2,27%,0.029,46.00,268,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCG8457543.1?report=genbank&log$=prottop&blast_rank=550&RID=AVF030C7015"",""MCG8457543.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Luteitalea sp.],45.4,45.4,34%,0.029,37.50,178,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MPZ17584.1?report=genbank&log$=prottop&blast_rank=551&RID=AVF030C7015"",""MPZ17584.1"")"
1 member(s) 1 organism(s),bacteria,hypothetical protein [Candidatus Sulfotelmatobacter sp.],44.7,44.7,29%,0.029,40.74,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MCU1300730.1?report=genbank&log$=prottop&blast_rank=552&RID=AVF030C7015"",""MCU1300730.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Gammaproteobacteria bacterium],46.2,46.2,50%,0.029,30.61,254,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEJ0038588.1?report=genbank&log$=prottop&blast_rank=553&RID=AVF030C7015"",""MEJ0038588.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobales bacterium],45.1,45.1,29%,0.029,38.89,133,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HZQ25219.1?report=genbank&log$=prottop&blast_rank=554&RID=AVF030C7015"",""HZQ25219.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Longimicrobiales bacterium],44.7,44.7,52%,0.030,29.00,126,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HUP90244.1?report=genbank&log$=prottop&blast_rank=555&RID=AVF030C7015"",""HUP90244.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Sphingopyxis sp.],45.8,45.8,37%,0.031,37.14,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_324075314.1?report=genbank&log$=prottop&blast_rank=556&RID=AVF030C7015"",""WP_324075314.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Luteimonas suaedae],45.8,45.8,60%,0.031,32.46,222,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_187775785.1?report=genbank&log$=prottop&blast_rank=557&RID=AVF030C7015"",""WP_187775785.1"")"
5 member(s) 3 organism(s),alpha-4 proteobacteria,lasso peptide biosynthesis B2 protein [Sphingomonas spermidinifaciens],45.8,45.8,57%,0.031,27.78,212,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_217991251.1?report=genbank&log$=prottop&blast_rank=558&RID=AVF030C7015"",""WP_217991251.1"")"
1 member(s) 1 organism(s),a-proteobacteria,hypothetical protein U91I_00650 [alpha proteobacterium U9-1i],45.8,45.8,95%,0.031,27.05,201,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/GAM97029.1?report=genbank&log$=prottop&blast_rank=559&RID=AVF030C7015"",""GAM97029.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Sphingomonas sp. R647],45.8,45.8,37%,0.032,35.71,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_224919912.1?report=genbank&log$=prottop&blast_rank=560&RID=AVF030C7015"",""WP_224919912.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Hyphomonadaceae bacterium],45.8,45.8,68%,0.032,28.68,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFT3722209.1?report=genbank&log$=prottop&blast_rank=561&RID=AVF030C7015"",""MFT3722209.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Sphingobium fuliginis],45.8,45.8,70%,0.032,28.36,216,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_099185342.1?report=genbank&log$=prottop&blast_rank=562&RID=AVF030C7015"",""WP_099185342.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium],45.8,45.8,67%,0.033,30.66,237,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDY0066510.1?report=genbank&log$=prottop&blast_rank=563&RID=AVF030C7015"",""MDY0066510.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Luteimonas sp. R10],45.8,45.8,30%,0.033,44.83,226,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_407352868.1?report=genbank&log$=prottop&blast_rank=564&RID=AVF030C7015"",""WP_407352868.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Croceibacterium sp.],45.8,45.8,51%,0.033,39.00,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HTK73210.1?report=genbank&log$=prottop&blast_rank=565&RID=AVF030C7015"",""HTK73210.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobales bacterium],44.7,44.7,31%,0.034,37.93,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGD0469210.1?report=genbank&log$=prottop&blast_rank=566&RID=AVF030C7015"",""MGD0469210.1"")"
1 member(s) 1 organism(s),firmicutes,lasso peptide biosynthesis B2 protein [Shimazuella kribbensis],44.3,44.3,35%,0.034,31.82,115,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_169818223.1?report=genbank&log$=prottop&blast_rank=567&RID=AVF030C7015"",""WP_169818223.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Longimicrobiales bacterium],44.7,44.7,27%,0.034,43.14,130,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEU5208166.1?report=genbank&log$=prottop&blast_rank=568&RID=AVF030C7015"",""HEU5208166.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobales bacterium],44.7,44.7,33%,0.034,35.48,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HWH61071.1?report=genbank&log$=prottop&blast_rank=569&RID=AVF030C7015"",""HWH61071.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Asticcacaulis sp.],45.4,45.4,58%,0.034,32.11,191,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBW8880511.1?report=genbank&log$=prottop&blast_rank=570&RID=AVF030C7015"",""MBW8880511.1"")"
3 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Acidiferrales bacterium],44.7,44.7,33%,0.034,37.10,126,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MFZ0579773.1?report=genbank&log$=prottop&blast_rank=571&RID=AVF030C7015"",""MFZ0579773.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Luteimonas abyssi],45.8,45.8,30%,0.035,42.86,218,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_058833574.1?report=genbank&log$=prottop&blast_rank=572&RID=AVF030C7015"",""WP_058833574.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Bryobacteraceae bacterium],46.2,46.2,43%,0.035,35.00,262,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGI8746172.1?report=genbank&log$=prottop&blast_rank=573&RID=AVF030C7015"",""MGI8746172.1"")"
2 member(s) 2 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Acinetobacter lactucae],45.8,45.8,31%,0.035,38.98,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_151748834.1?report=genbank&log$=prottop&blast_rank=574&RID=AVF030C7015"",""WP_151748834.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Terriglobales bacterium],44.7,44.7,31%,0.035,36.21,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HWR15472.1?report=genbank&log$=prottop&blast_rank=575&RID=AVF030C7015"",""HWR15472.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Novosphingobium kaempferiae],45.8,45.8,90%,0.035,25.24,217,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_232494496.1?report=genbank&log$=prottop&blast_rank=576&RID=AVF030C7015"",""WP_232494496.1"")"
1 member(s) 1 organism(s),verrucomicrobia,MAG: lasso peptide biosynthesis B2 protein [Verrucomicrobiota bacterium],44.7,44.7,33%,0.035,35.48,137,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/PYL81044.1?report=genbank&log$=prottop&blast_rank=577&RID=AVF030C7015"",""PYL81044.1"")"
1 member(s) 1 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Rubrivivax sp.],45.8,45.8,56%,0.035,27.78,242,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBE0550539.1?report=genbank&log$=prottop&blast_rank=578&RID=AVF030C7015"",""MBE0550539.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Asticcacaulis sp.],45.8,45.8,49%,0.036,32.98,219,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_325363230.1?report=genbank&log$=prottop&blast_rank=579&RID=AVF030C7015"",""WP_325363230.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Martelella alba],45.8,45.8,26%,0.037,41.67,231,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_136989101.1?report=genbank&log$=prottop&blast_rank=580&RID=AVF030C7015"",""WP_136989101.1"")"
3 member(s) 3 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Gemmatimonadota bacterium],44.7,44.7,26%,0.038,44.00,129,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MBL8986602.1?report=genbank&log$=prottop&blast_rank=581&RID=AVF030C7015"",""MBL8986602.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Gemmatimonadota bacterium],44.7,44.7,30%,0.039,37.50,135,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEX2284762.1?report=genbank&log$=prottop&blast_rank=582&RID=AVF030C7015"",""MEX2284762.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Candidatus Acidiferrales bacterium],44.3,44.3,29%,0.039,40.74,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MGB6877163.1?report=genbank&log$=prottop&blast_rank=583&RID=AVF030C7015"",""MGB6877163.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Acidobacteriota bacterium],44.7,44.7,30%,0.040,35.71,146,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEO1369729.1?report=genbank&log$=prottop&blast_rank=584&RID=AVF030C7015"",""MEO1369729.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Novosphingobium sp. 1748],45.8,45.8,39%,0.040,35.62,236,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_310015105.1?report=genbank&log$=prottop&blast_rank=585&RID=AVF030C7015"",""WP_310015105.1"")"
1 member(s) 1 organism(s),b-proteobacteria,lasso peptide biosynthesis B2 protein [Piscinibacter koreensis],45.8,45.8,30%,0.040,43.86,243,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_217704305.1?report=genbank&log$=prottop&blast_rank=586&RID=AVF030C7015"",""WP_217704305.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Granulicella aggregans],44.3,44.3,49%,0.040,27.96,124,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_184222668.1?report=genbank&log$=prottop&blast_rank=587&RID=AVF030C7015"",""WP_184222668.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Steroidobacteraceae bacterium],45.8,45.8,43%,0.041,31.33,240,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HKT73093.1?report=genbank&log$=prottop&blast_rank=588&RID=AVF030C7015"",""HKT73093.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Sphingosinicella rhizophila],45.4,45.4,59%,0.041,30.09,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_315726973.1?report=genbank&log$=prottop&blast_rank=589&RID=AVF030C7015"",""WP_315726973.1"")"
1 member(s) 1 organism(s),a-proteobacteria,lasso peptide biosynthesis B2 protein [Asticcacaulis sp.],43.9,43.9,30%,0.042,40.68,104,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HTN41267.1?report=genbank&log$=prottop&blast_rank=590&RID=AVF030C7015"",""HTN41267.1"")"
1 member(s) 1 organism(s),g-proteobacteria,lasso peptide biosynthesis B2 protein [Gammaproteobacteria bacterium],45.8,45.8,38%,0.042,36.11,248,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MEJ1961536.1?report=genbank&log$=prottop&blast_rank=591&RID=AVF030C7015"",""MEJ1961536.1"")"
1 member(s) 1 organism(s),firmicutes,lasso peptide biosynthesis B2 protein [Paenibacillus dendritiformis],45.4,45.4,30%,0.042,43.10,221,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/WP_197253246.1?report=genbank&log$=prottop&blast_rank=592&RID=AVF030C7015"",""WP_197253246.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Acidobacteriaceae bacterium],44.3,44.3,29%,0.043,37.04,125,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/MDE1161202.1?report=genbank&log$=prottop&blast_rank=593&RID=AVF030C7015"",""MDE1161202.1"")"
1 member(s) 1 organism(s),bacteria,lasso peptide biosynthesis B2 protein [Longimicrobiaceae bacterium],45.8,45.8,38%,0.043,37.33,233,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/protein/HEX8274139.1?report=genbank&log$=prottop&blast_rank=594&RID=AVF030C7015"",""HEX8274139.1"")"
